ticker,name,sector,rating,rating_num,date,debt_to_equity,interest_coverage,current_ratio,net_margin,roa,debt_to_ebitda,log_assets,pd_1yr,spread_bps,beta,market_cap,log_market_cap
DHR,Danaher,Healthcare,AA-,1,2024-12-31,0.3460832004521325,18.64748201438849,1.3970285378052367,0.1633089005235602,0.0502824275876299,2.3565145684442,10.889536998344678,0.0018,94.8,0.923,165854137347.0,12.018863990383007
NVO,Novo Nordisk,Healthcare,AA-,1,2024-12-31,0.7163556026371911,78.25548780487804,0.7396611010996286,0.3477512284652707,0.2168078231840187,0.7482165734917308,11.668194822360826,0.0018,85.3,0.352,233631826581.0,12.361501764581362
NVDA,Nvidia,Technology,A+,2,2025-01-26,0.1294641168832806,200.0,4.439851498864077,0.5584802715771244,0.5,0.1192286706061274,11.04766808611174,0.0018,66.4,2.284,4592088156237.0,15.339845414584067
KO,Coca-Cola,Consumer Staples,A+,2,2024-12-31,1.8399983907306083,6.033816425120773,1.0296249356410154,0.225898302203523,0.1057295447990532,2.8915091357400264,11.002377755722003,0.0018,102.8,0.393,301729394303.0,12.617285849314092
PEP,PepsiCo,Consumer Staples,A+,2,2024-12-31,2.491436173161133,15.554951033732316,0.8189370877727042,0.1042753094618575,0.0962932429851106,2.694724220623501,10.997679019488992,0.0018,123.9,0.421,196547547757.0,12.188659654338698
COST,Costco,Consumer Staples,A+,2,2025-08-31,0.2802427650528048,67.42207792207792,1.0342783227336425,0.0294257634385161,0.1050467580643069,0.6100164203612479,10.887048745141769,0.0018,80.8,0.982,387030351746.0,12.86625839722082
ACN,Accenture,Technology,A+,2,2025-08-31,0.2623096332714717,44.7404957231301,1.4200349477501015,0.1102067592145517,0.1174163941262878,0.6323433747983662,10.815543860079494,0.0018,78.0,1.261,168277837452.0,12.033371686730513
NKE,Nike,Consumer Discretionary,A+,2,2025-05-31,0.8338757284492545,12.809688581314878,2.2110543251940187,0.0695113260921203,0.0880013122283277,2.4430155210643014,10.563231828520982,0.0018,95.0,1.291,88692082200.0,11.392925899375326
CSCO,Cisco,Technology,A+,2,2025-07-26,0.6328160023909656,7.382297551789077,0.9977754962354553,0.1796872242030571,0.0832440653850242,1.9276238782676551,11.087394496331772,0.0018,100.1,0.864,308264397805.0,12.63871312814342
TXN,Texas Instruments,Technology,A+,2,2024-12-31,0.804354256640833,10.757874015748031,4.124622563821027,0.3068218144619909,0.1351488355064913,1.8029439066436812,10.550338441927154,0.0018,94.0,0.989,160944395533.0,11.988814214952619
